KEY,Vietnamese,English
C4_des,Mảnh : C4. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : C4. Một mảnh nằm trong Bản đồ bí mật.
C5_des,Mảnh : C5. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : C5. Một mảnh nằm trong Bản đồ bí mật.
D1_des,Mảnh : D1. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : D1. Một mảnh nằm trong Bản đồ bí mật.
D2_des,Mảnh : D2. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : D2. Một mảnh nằm trong Bản đồ bí mật.
D3_des,Mảnh : D3. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : D3. Một mảnh nằm trong Bản đồ bí mật.
D4_des,Mảnh : D4. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : D4. Một mảnh nằm trong Bản đồ bí mật.
D5_des,Mảnh : D5. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : D5. Một mảnh nằm trong Bản đồ bí mật.
E1_des,Mảnh : E1. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : E1. Một mảnh nằm trong Bản đồ bí mật.
E2_des,Mảnh : E2. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : E2. Một mảnh nằm trong Bản đồ bí mật.
E3_des,Mảnh : E3. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : E3. Một mảnh nằm trong Bản đồ bí mật.
E4_des,Mảnh : E4. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : E4. Một mảnh nằm trong Bản đồ bí mật.
E5_des,Mảnh : E5. Một mảnh nằm trong Bản đồ bí mật.,Mảnh : E5. Một mảnh nằm trong Bản đồ bí mật.
CREATECLAN,Tạo Bang Hội,Tạo Bang Hội
JOINCLAN,Gia Nhập Bang,Gia Nhập Bang
,,
client_upgrade_notify_desc,Cần cập nhật bản mới nhất!,Cần cập nhật bản mới nhất!
giftcode_not_exist,Mã quà tặng không tồn tại,Mã quà tặng không tồn tại
giftcode_used,Mã quà tặng đã được sử dụng,Mã quà tặng đã được sử dụng
giftcode_starttime,Mã quà tặng chưa khả dụng,Mã quà tặng chưa khả dụng
giftcode_endtime,Mã quà tặng đã hết hạn,Mã quà tặng đã hết hạn
giftcode_used_kind,Chưởng Môn đã sử dụng mã quà tặng này rồi,Bạn đã sử dụng mã quà tặng này rồi
lvl,Cấp độ {0},Cấp độ {0}
SERVER_MAINTENANCE,MÁY CHỦ ĐANG BẢO TRÌ,MÁY CHỦ ĐANG BẢO TRÌ
,,
RewardTitle,Phần Thưởng,Phần Thưởng
LvlUpTitle,Chưởng Môn đã đạt cấp độ {0}!,Bạn đã đạt cấp độ {0}!
WinTitle,CHIẾN THẮNG!,CHIẾN THẮNG!
LoseTitle,THẤT BẠI!,THẤT BẠI!
ShortLvl,Cấp.{0},Cấp.{0}
FirstPurchaseTitle,Thưởng thanh toán lần đầu,Thưởng thanh toán lần đầu
VisitShopLb,GHÉ QUA CỬA HÀNG,GHÉ QUA CỬA HÀNG
DisappearLb,Biến mất sau {0},Biến mất sau {0}
QuestTitle,Nhiệm Vụ,Nhiệm Vụ
DailyQuestTitle,Nhiệm Vụ Hàng Ngày,Nhiệm Vụ Hàng Ngày
WeeklyQuestTitle,Nhiệm Vụ Hàng Tuần,Nhiệm Vụ Hàng Tuần
AchievementTitle,Thành Tựu,Thành Tựu
ShortcutLb,LỐI TẮT,LỐI TẮT
FirstPurchase,Thanh toán lần đầu,Thanh toán lần đầu
DailyBonus,Thưởng Hàng Ngày,Thưởng Hàng Ngày
WeeklyBonus,Thưởng Hàng Tuần,Thưởng Hàng Tuần
MonthlyBonus,Thưởng Hàng Tháng,Thưởng Hàng Tháng
CurrentPurchase,Hiện tại :{0},Hiện tại :{0}
CloseLb,ĐÓNG,ĐÓNG
RefreshPurchase,Làm mới sau: {0},Làm mới sau: {0}
VipLb,V.I.P,V.I.P
InstantReward,Tu Luyện,Thưởng tức thời
DailyReward,Thưởng hàng ngày,Thưởng hàng ngày
TotalReward,Tổng phần thưởng,Tổng phần thưởng
EndInLb,Kết thúc sau:,Kết thúc sau:
ShortDateFormat,{0}h {1}m,{0}h {1}m
GeneralTitle,Cửa Hàng,Cửa Hàng
OfferTitle,Khuyến Nghị,Khuyến Nghị
BonusTitle,Khuyến Mãi,Khuyến Mãi
Empty,Trống!,Trống!
FriendHelpDes,1. Được phép kết hảo hữu với tối đa 30 người.\n2. Mỗi ngày nhận tối đa 10 điểm Phúc Duyên bằng cách đập tay với hảo hữu,"1. You can have max 30 friends. \n2. You can ""High Five"" up to 30 friends and collect up to 10 High Five Points per day to summon heroes."
FriendHelpTitle,Hảo Hữu,Bạn Bè
SuggestFriendLb,Đề nghị,Đề nghị
CampaignTitle,Giang Hồ,Chiến Dịch
BaseTitle,Sơn Môn,Căn Cứ
HeroesTitle,Đệ Tử,Anh Hùng
InventoryTitle,Hành Trang,Túi Đồ
MapTitle,Bản Đồ,Bản Đồ Thế Giới
SureRejectJoinClanByApply,Chắc chắn từ chối người này gia nhập Bang?,Chắc chắn từ chối người này gia nhập Bang?
TimeJoinClanRemaining,Thời gian gia nhập Bang còn lại:{0},Thời gian gia nhập Bang còn lại:{0}
NeedUnlockClan,Cần hoàn thành Chương {0} để mở tính năng Bang Hội.,Cần hoàn thành Chương {0} để mở tính năng Bang Hội.
GearSetRare_Random,Trang bị Bính Cấp ngẫu nhiên,Trang bị Rare ngẫu nhiên
GearSetRare_Random_des,Chiếc hộp này chứa một bộ trang bị Bính Cấp.,Chiếc hộp này chứa một bộ trang bị Rare.
GearSetEpic_Random,Trang bị Ất Cấp ngẫu nhiên,Trang bị Epic ngẫu nhiên
GearSetEpic_Random_des,Chiếc hộp này chứa một bộ trang bị Ất Cấp,Chiếc hộp này chứa một bộ trang bị Epic
GearSetLegend_Random,Trang bị Giáp Cấp ngẫu nhiên,Trang bị Legend ngẫu nhiên
GearSetLegend_Random_des,Chiếc hộp này chứa một bộ trang bị Giáp Cấp,Chiếc hộp này chứa một bộ trang bị Legend
ManhRare_Random,Tàn Hồn Bính Cấp,Mảnh Hồn Rare
ManhRare_Random_des,"Tàn Hồn Bính Cấp, cần tìm đủ 60 mảnh để chiêu mộ đệ tử Bính Cấp.","Mảnh Hồn Rare, cần tìm đủ 60 mảnh để triệu hồi anh hùng Rare."
ManhEpic_Random,Tàn Hồn Ất Cấp,Mảnh Hồn Epic
ManhEpic_Random_des,"Tàn Hồn Ất Cấp, cần tìm đủ 60 mảnh để chiêu mộ đệ tử Ất Cấp.","Mảnh Hồn Epic, cần tìm đủ 60 mảnh để triệu hồi anh hùng Epic."
ManhLegend_Random,Tàn Hồn Giáp Cấp,Mảnh Hồn Legend
ManhLegend_Random_des,"Tàn Hồn Giáp Cấp, cần tìm đủ 60 mảnh để chiêu mộ đệ tử Giáp Cấp","Mảnh Hồn Legend, cần tìm đủ 60 mảnh để triệu hồi anh hùng Legend"
ManhRare_RaceType_Demi_Human,Tàn Hồn Chính Phái Bính Cấp,Mảnh Hồn Á Nhân Rare
ManhRare_RaceType_Demi_Human_des,"Tàn Hồn Chính Phái Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Chính Phái phẩm chất Bính Cấp","Mảnh Hồn Á Nhân Rare, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Á Nhân phẩm chất Rare"
ManhRare_RaceType_Demon,Tàn Hồn Tà Phái Bính Cấp,Mảnh Hồn Ác Thần Rare
ManhRare_RaceType_Demon_des,"Tàn Hồn Tà Phái Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Tà Phái phẩm chất Bính Cấp","Mảnh Hồn Ac Thần Rare, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Ác Thần phẩm chất Rare"
ManhRare_RaceType_Monster,Tàn Hồn Trung Lập Bính Cấp,Mảnh Hồn Tinh Linh Rare
ManhRare_RaceType_Monster_des,"Tàn Hồn Trung Lập Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Trung Lập phẩm chất Bính Cấp","Mảnh Hồn Tinh Linh Rare, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Tinh Linh phẩm chất Rare"
ManhEpic_RaceType_Demi_Human,Tàn Hồn Chính Phái Ất Cấp,Mảnh Hồn Á Nhân Epic
ManhEpic_RaceType_Demi_Human_des,"Tàn Hồn Chính Phái Ất Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Chính Phái phẩm chất Ất Cấp","Mảnh Hồn Á Nhân Epic, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Á Nhân phẩm chất Epic"
ManhEpic_RaceType_Demon,Tàn Hồn Tà Phái Ất Cấp,Mảnh Hồn Ác Thần Epic
ManhEpic_RaceType_Demon_des,"Tàn Hồn Tà Phái Ất Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Tà Phái phẩm chất Ất Cấp",Mảnh Hồn Ac Thần Epic cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Ác Thần phẩm chất Epic
ManhEpic_RaceType_Monster,Tàn Hồn Trung Lập Ất Cấp,Mảnh Hồn Tinh Linh Epic
ManhEpic_RaceType_Monster_des,"Tàn Hồn Trung Lập Ất Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thế lực Trung Lập phẩm chất Ất Cấp","Mảnh Hồn Tinh Linh Epic, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Tinh Linh phẩm chất Epic"
ManhRare_ClassType_Warrior,Tàn Hồn Ngoại Công Bính Cấp,Mảnh Hồn Á Nhân Legend
ManhRare_ClassType_Warrior_des,"Tàn Hồn Ngoại Công Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Ngoại Công phẩm chất Bính Cấp",Mảnh Hồn Á Nhân Legend cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Á Nhân phẩm chất Legend
ManhRare_ClassType_Mage,Tàn Hồn Nội Công Bính Cấp,Mảnh Hồn Ác Thần Legend
ManhRare_ClassType_Mage_des,"Tàn Hồn Nội Công Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Nội Công phẩm chất Bính Cấp",Mảnh Hồn Ac Thần Legend cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Ác Thần phẩm chất Legend
ManhRare_ClassType_Assasin,Tàn Hồn Thân Pháp Bính Cấp,Mảnh Hồn Tinh Linh Legend
ManhRare_ClassType_Assasin_des,"Tàn Hồn Thân Pháp Bính Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Thân Pháp phẩm chất Bính Cấp","Mảnh Hồn Tinh Linh Legend, cần tìm đủ 1 mảnh để triệu hồi anh hùng chủng Tinh Linh phẩm chất Legend"
ManhEpic_ClassType_Warrior,Tàn Hồn Ngoại Công Ất Cấp,Mảnh Hồn Chiến Binh Epic
ManhEpic_ClassType_Warrior_des,"Tàn Hồn Ngoại Công Ất Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Ngoại Công phẩm chất Ất Cấp","Mảnh Hồn ChiếnBinh Epic, cần tìm đủ 1 mảnh để triệu hồi anh hùng nghề nghiệp Chiến Binh phẩm chất Epic"
ManhEpic_ClassType_Mage,Tàn Hồn Nội Công Ất Cấp,Mảnh Hồn Pháp Sư Epic
ManhEpic_ClassType_Mage_des,Tàn Hồn Nội Công Ất Cấp cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Nội Công phẩm chất Ất Cấp,Mảnh Hồn Pháp Sư Epic cần tìm đủ 1 mảnh để triệu hồi anh hùng nghề nghiệp Pháp Sư phẩm chất Epic
ManhEpic_ClassType_Assasin,Tàn Hồn Thân Pháp Ất Cấp,Mảnh Hồn Sát Thủ Epic
ManhEpic_ClassType_Assasin_des,"Tàn Hồn Thân Pháp Ất Cấp, cần tìm đủ 1 mảnh để chiêu mộ đệ tử thuộc tính Thân Pháp phẩm chất Ất Cấp","Mảnh Hồn Sát Thủ Epic, cần tìm đủ 1 mảnh để triệu hồi anh hùng nghề nghiệp Sát Thủ phẩm chất Epic"
ITEM_HeroScroll,Đệ Tử Lệnh,Triệu Hồi Lệnh
ITEM_HeroScroll_des,Dùng để chiêu mộ đệ tử,Dùng để triệu hồi anh hùng
ITEM_HeroDrug,Hồn Thạch,Đá Ma Chú
ITEM_HeroDrug_des,"Hồn Thạch, dùng để nâng cấp Đệ Tử ở những cấp độ nhất định",Dùng để nâng cấp Anh Hùng ở những cấp độ nhất định
ITEM_ItemDrug,Thiên Thạch,Tinh Thạch
ITEM_ItemDrug_des,Dùng để thăng cấp trang bị ở những cấp độ nhất định,Dùng để nâng cấp trang bị ở những cấp độ nhất định
CLOCK_Gold1,Đồng hồ rẻ tiền,Đồng hồ rẻ tiền
CLOCK_Gold1_des,Sử dụng sẽ nhận được 1h Ngân Lượng từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 1h Vàng từ AFK ngay lập tức
CLOCK_Gold2,Đồng hồ thương nhân,Đồng hồ thương nhân
CLOCK_Gold2_des,Sử dụng sẽ nhận được 2h Ngân Lượng từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 2h Vàng từ AFK ngay lập tức
CLOCK_Gold4,Đồng hồ quý tộc,Đồng hồ quý tộc
CLOCK_Gold4_des,Sử dụng sẽ nhận được 4h Ngân Lượng từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 4h Vàng từ AFK ngay lập tức
CLOCK_Gold8,Đồng hồ hoàng gia,Đồng hồ hoàng gia
CLOCK_Gold8_des,Sử dụng sẽ nhận được 8h Ngân Lượng từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 8h Vàng từ AFK ngay lập tức
CLOCK_Gold12,Đồng hồ Ngân Lượng Truyền Thuyết,
CLOCK_Gold12_des,Sử dụng sẽ nhận được 12h Ngân Lượng từ Đại Điện ngay lập tức,
CLOCK_Gold24,Đồng hồ Ngân Lượng Thái Cổ,
CLOCK_Gold24_des,Sử dụng sẽ nhận được 24h Ngân Lượng từ Đại Điện ngay lập tức,
CLOCK_Exp1,Đồng hồ bỏ túi Sơ Cấp,Đồng hồ bỏ túi Học Sinh
CLOCK_Exp1_des,Sử dụng sẽ nhận được 1h Chân Nguyên từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 1h EXP từ AFK ngay lập tức
CLOCK_Exp2,Đồng hồ bỏ túi Trung Cấp,Đồng hồ bỏ túi Tập Sự
CLOCK_Exp2_des,Sử dụng sẽ nhận được 2h Chân Nguyên từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 2h EXP từ AFK ngay lập tức
CLOCK_Exp4,Đồng hồ bỏ túi Cao Cấp,Đồng hồ bỏ túi Nhân Viên
CLOCK_Exp4_des,Sử dụng sẽ nhận được 4h Chân Nguyên từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 4h EXP từ AFK ngay lập tức
CLOCK_Exp8,Đồng hồ bỏ túi Thần Cấp,Đồng hồ bỏ túi Ông Chủ
CLOCK_Exp8_des,Sử dụng sẽ nhận được 8h Chân Nguyên từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 8h EXP từ AFK ngay lập tức
CLOCK_Exp12,Đồng hồ Chân Nguyên Truyền Thuyết,
CLOCK_Exp12_des,Sử dụng sẽ nhận được 12h Chân Nguyên từ Đại Điện ngay lập tức,
CLOCK_Exp24,Đồng hồ Chân Nguyên Thái Cổ,
CLOCK_Exp24_des,Sử dụng sẽ nhận được 24h Chân Nguyên từ Đại Điện ngay lập tức,
CLOCK_HeroDrug8,Đồng Hồ Hồn Thạch Cổ Đại,Bảng Đá Ma Chú Cổ Đại
CLOCK_HeroDrug8_des,Sử dụng sẽ nhận được 8h Hồn Thạch từ Đại Điện ngay lập tức,Sử dụng sẽ nhận được 8h Ma Chú Thạch từ AFK ngay lập tức
CLOCK_HeroDrug12,Đồng hồ Hồn Thạch Truyền Thuyết,
CLOCK_HeroDrug12_des,Sử dụng sẽ nhận được 12h Hồn Thạch từ Đại Điện ngay lập tức,
CLOCK_HeroDrug24,Đồng hồ Hồn Thạch Thái Cổ,
CLOCK_HeroDrug24_des,Sử dụng sẽ nhận được 24h Hồn Thạch từ Đại Điện ngay lập tức,
ITEM_PvPTicket,Luận Kiếm Lệnh,Vé vào Đấu Trường
ITEM_PvPTicket_des,Sử dụng vé này sẽ được tham gia Hoa Sơn Luận Kiếm,Sử dụng vé này sẽ được tham gia chiến đấu trong Đấu Trường
location,Vị trí,Vị trí
clandailydamage,Tổng sát thương:{0},Tổng sát thương:{0}
clandailylevel,Đạt tới cấp độ:{0},Đạt tới cấp độ:{0}
FriendRequestSent,Đã gửi yêu cầu,Đã gửi yêu cầu
Infomation,Thông tin,Thông tin
ChienLuc_desc,Chiến lực của đội hình,Chiến lực của đội hình
SellEquipmentTitle,Chọn trang bị để bán,Chọn trang bị để bán
SelectEquipmentTitle,Chọn trang bị để nâng cấp,Chọn trang bị để nâng cấp
VIPDefault,Mặc định,Mặc định
VIPReached,Đạt tới,Đạt tới
VIP0Infor,Đạt tới cấp VIP cao hơn để mở nhiều quyền lợi.,Đạt tới cấp VIP cao hơn để mở nhiều khả năng.
download_chapter_msg,"Cần tải về nội dung mới, tổng dung lượng :{0} MB","Cần tải về nội dung mới, tổng dung lượng :{0} MB"
Perks,QUYỀN LỢI,KHẢ NĂNG
ConfirmDisassemble,Chắc chắn muốn bán những trang bị này?,Chắc chắn muốn phân rã những trang bị này?
ChatTimeMess1,Vài giây trước,Vài giây sau
ChatTimeMess2,{0} phút trước,{0} m sau
ChatTimeMess3,{0} giờ trước,{0} h sau
ChatTimeMess4,{0} ngày trước,{0} d sau
ChatTimeMess5,MM/dd/yyyy,MM/dd/yyyy
ItemLevelMax,Cấp [00ff00]{0}[-] (CỰC HẠN),Lv. [00ff00]{0}[-] (MAX)
ItemLevelMax2,[00ff00]{0}[-] (CỰC HẠN),[00ff00]{0}[-] (MAX)
ClanTitle,BANG HỘI,BANG HỘI
Demi_Human,Chính Phái,Á Nhân
Monster,Trung Lập,Bán Nhân Thú
Demon,Tà Phái,Ác Thần
Warrior,Ngoại Công,Chiến Binh
Assasin,Thân Pháp,Sát Thủ
Mage,Nội Công,Pháp Sư
FactionBonusTitle,PHỤ TRỢ THẾ LỰC,HỖ TRỢ CHỦNG TỘC
RaceTitle,THẾ LỰC,TỘC
ClassTitle,THUỘC TÍNH,NGHỀ NGHIỆP
GateClose,Ải đã đóng,Cổng vẫn đóng!
GateOpen,Mở Cửa Ải,Cổng đã mở!
SecretMapVeVaoCua,Khai Chiến,Bùa khai chiến
SecretMapBuffHP,20%\nSinh Lực,20%\nHP
SecretMapBuffATK,20%\nSức Tấn Công,20%\nATK
Demi_Human_des,Tăng Sức Tấn Công nếu có 3 đệ tử Chính Phái trong đội hình,Tăng sức tấn công nếu có 3 Nhân Tộc trong đội hình
Monster_des,Tăng Sinh Lực nếu có 3 đệ tử Trung Lập trong đội hình,Tăng HP nếu có 3 Bán Nhân Thú trong đội hình
Demon_des,Tăng Hút Máu nếu có 3 đệ tử Tà Phái trong đội hình,Tăng Hút Máu khi có 3 Ác Thần trong đội hình
Warrior_des,Tăng Phòng Ngự nếu có 3 đệ tử Ngoại Công trong đội hình,Tăng Phòng thủ khi có 3 Chiến Binh trong đội hình
Assasin_des,Tăng tỉ lệ Bạo Kích nếu có 3 đệ tử Thân Pháp trong đội hình,Tăng Tỉ lệ Sát Thương Trí Mạng khi có 3 Sát Thủ trong đội hình
Mage_des,Giảm thời gian hồi chiêu nếu có 3 đệ tử Nội Công trong đội hình,Giảm Hồi Chiêu khi có 3 Pháp Sư trong đội hình
COMPLETE,HOÀN THÀNH!,HOÀN THÀNH!
GO,ĐI,ĐI
GET,NHẬN,NHẬN
ConfirmResetHero,Đệ Tử này sẽ bị giải trừ về cấp độ 1. Nhận lại tất cả tài nguyên và trang bị từ đối tượng. Chắc chắn chứ?,Anh Hùng này sẽ bị giải trừ về cấp độ 1. Nhận lại tất cả tài nguyên và trang bị từ đối tượng. Chắc chắn chứ?
ConfirmResetPentaHero,"Đệ tử đang trong mắt trận của Hộ Pháp Đường, nếu tái sinh sẽ gây ảnh hưởng đến trận pháp, Chưởng Môn vẫn muốn tái sinh chứ?",Đệ tử này nằm trong pentagram
Replay,XEM LẠI,XEM LẠI
Fight,ĐÁNH,ĐÁNH
SecretMapBuaHoTro,Chúc phúc,Ban phước
SearchClan,Tìm Bang Hội,Tìm Bang Hội
BuyFormationSlotConfirm,"Mở vị trí trống mới trả {0} Kim Nguyên Bảo, có đồng ý không?","Mở vị trí trống mới trả {0} Gem, có đồng ý không?"
Members,Thành viên,Thành viên
UAddFriend,THÊM HẢO HỮU,THÊM BẠN
ClockItemLb,{0} giờ,{0} giờ
PurchasedLb,Mua,Mua
USave,LƯU,LƯU
FormationIsFull,Đội hình đã đủ. Số vị trí tối đa là {0},Đội hình đã đủ. Số vị trí tối đa là {0}
HeroSupportLb,Hỗ trợ hảo hữu,Hỗ trợ bạn bè
USearchClan,TÌM BANG HỘI,TÌM BANG HỘI
GemNotEnough_GoIAP,"Không đủ KNB, tới mua?",Không đủ Gem. Tới mua?
ConfirmBuyHero,"Thuê nhân sĩ này, trả {0} {1}, đồng ý?",Thuê Anh Hùng này trả {0} {1}. Đồng ý chứ?
Chaos_Desc,"Cao thủ giang hồ đã xuất hiện, mau đi so tài!",Sinh vật của thế giới hỗn mang phía sau khe nứt đã mất kiểm soát. Tiêu diệt chúng trước khi chúng tìm đường vào thế giới thực.
BattleStatsLb,Thống kê,Chi tiết chiến trận
HeroMaxLevelLb,Đạt tới giới hạn cấp độ. Thăng Phẩm cho Đệ Tử để mở giới hạn cao hơn.,Đạt tới giới hạn cấp độ. Đột phá phẩm chất cho Anh Hùng để mở giới hạn cao hơn.
